brand,model,year,color,transmission_type,number_of_doors,source,kilometers,price
mitsubishi,pajero,2010,brown,automatic,4/5,gcc,265000,1700.0
hyundai,elantra,2019,silver,automatic,4/5,europe,160000,2750.0
hyundai,kona,2022,grey,automatic,4/5,us,90000,4350.0
mazda,6,2010,burgundy,automatic,4/5,gcc,320000,1450.0
mercedes,e 300,2011,black,automatic,4/5,gcc,100000,2450.0
jeep,grand cherokee,2017,grey,automatic,4/5,canada,200000,6500.0
infiniti,g37,2012,white,automatic,4/5,us,200000,2100.0
mazda,6,2020,burgundy,automatic,4/5,gcc,127000,5400.0
infiniti,qx70,2020,black,automatic,4/5,gcc,55000,9300.0
jetour,jetour x70,2025,white,automatic,4/5,gcc,7000,5500.0
jeep,wrangler,2020,red,automatic,2/3,gcc,57500,13000.0
volkswagen,tiguan,2021,white,automatic,4/5,us,175000,4500.0
hyundai,sonata,2021,grey,automatic,4/5,us,57000,7400.0
toyota,corolla,2011,gold,automatic,4/5,us,42000,2100.0
land rover,range rover sport,2011,silver,automatic,4/5,gcc,180000,2500.0
mercedes,gle 350,2022,blue,automatic,4/5,us,11000,22000.0
dodge,neon,2017,grey,automatic,4/5,gcc,140000,2000.0
chevrolet,malibu,2013,other,automatic,4/5,gcc,360000,1000.0
honda,civic,2005,gold,automatic,4/5,gcc,45000,750.0
genesis,genesis,2013,yellow,automatic,2/3,gcc,96000,2800.0
toyota,yaris,2007,white,manual,4/5,gcc,400000,950.0
kia,optima,2020,white,automatic,4/5,us,45000,3800.0
lexus,is 300,2019,white,automatic,4/5,us,94000,7300.0
lexus,es 350,1999,gold,automatic,4/5,gcc,35000,700.0
nissan,rogue,2021,gold,automatic,4/5,us,90000,6700.0
lexus,lx 570,2021,white,automatic,4/5,gcc,89000,33000.0
toyota,yaris,2008,black,automatic,4/5,gcc,296000,1250.0
mercedes,c 300,2017,black,automatic,4/5,canada,150000,6500.0
kia,sportage,2013,burgundy,automatic,4/5,gcc,260000,2200.0
jeep,cherokee,2014,gold,automatic,4/5,gcc,181000,2800.0
jeep,wrangler,2018,red,automatic,4/5,gcc,146000,8900.0
dodge,charger,2011,black,automatic,4/5,gcc,345000,1950.0
audi,a8,2016,white,automatic,4/5,gcc,111000,7500.0
lexus,rx 350,2018,silver,automatic,4/5,canada,90000,8700.0
renault,15,2015,white,automatic,4/5,us,300000,750.0
nissan,juke,2013,red,automatic,4/5,gcc,206000,1200.0
nissan,xterra,2011,black,automatic,4/5,us,330000,1850.0
bmw,x5 m,2023,blue,automatic,4/5,us,34000,22000.0
nissan,tiida,2007,black,automatic,4/5,gcc,295000,900.0
honda,accord,2023,grey,automatic,4/5,us,40000,8000.0
nissan,altima,2017,silver,automatic,4/5,us,600000,2700.0
kia,sportage,2012,burgundy,automatic,4/5,gcc,220655,2700.0
suzuki,kizashi,2011,white,automatic,4/5,europe,200000,1200.0
nissan,rogue,2017,green,automatic,4/5,us,161915,4100.0
hyundai,accent,2011,silver,automatic,4/5,gcc,400000,1000.0
toyota,land cruiser 76,2022,beige,manual,4/5,gcc,11000,18500.0
nissan,sentra,2015,grey,automatic,4/5,us,200000,1850.0
mitsubishi,pajero,2018,black,automatic,2/3,gcc,89048,6250.0
mg,mg gt,2022,grey,automatic,4/5,gcc,46000,4500.0
lexus,ux,2019,white,automatic,4/5,us,115721,7400.0
land rover,lr3,2006,blue,automatic,4/5,gcc,200000,1200.0
mitsubishi,lancer,2010,blue,automatic,4/5,gcc,385000,999.0
mitsubishi,lancer,2008,silver,automatic,2/3,company source,986595,780.0
hyundai,trajet,2003,silver,manual,4/5,gcc,480000,700.0
volkswagen,caddy,2014,white,automatic,4/5,gcc,210000,1450.0
dodge,neon,2017,white,automatic,4/5,gcc,92000,1750.0
mazda,6,2021,other,automatic,4/5,us,175000,5300.0
toyota,tacoma,1999,red,manual,2/3,us,200000,1550.0
mazda,mazda 2,2016,brown,automatic,4/5,gcc,300000,1900.0
kia,seltos,2020,red,automatic,4/5,gcc,194000,4500.0
dodge,charger,2006,silver,automatic,4/5,us,420000,600.0
nissan,tiida,2009,white,automatic,4/5,gcc,400000,1050.0
toyota,corolla,2022,black,automatic,4/5,us,109000,4750.0
hyundai,sonata,2014,red,automatic,4/5,gcc,130000,3000.0
hyundai,sonata,2010,white,automatic,4/5,company source,299172,850.0
hyundai,tucson,2019,other,automatic,4/5,us,77000,4350.0
jeep,wrangler,2015,red,automatic,2/3,gcc,137000,6900.0
chrysler,300s,2016,brown,automatic,4/5,us,190000,3500.0
lexus,es 300,2001,white,automatic,4/5,us,200000,1050.0
jeep,wrangler,2020,white,automatic,2/3,us,59000,7800.0
nissan,altima,2020,blue,automatic,4/5,us,30000,3400.0
toyota,hilux,1994,white,manual,4/5,gcc,3283,850.0
mazda,3,2021,grey,automatic,2/3,gcc,198000,5500.0
chevrolet,groove,2023,white,automatic,4/5,gcc,37000,4000.0
suzuki,swift,2010,grey,automatic,4/5,gcc,391000,1000.0
peugeot,2008,2019,blue,automatic,4/5,gcc,192329,1850.0
volkswagen,touareg,2009,burgundy,automatic,4/5,gcc,214000,1000.0
jeep,wrangler,2018,white,automatic,4/5,gcc,190000,9800.0
kia,cerato,2011,white,automatic,4/5,company source,11000,1200.0
lexus,gx 460,2015,white,automatic,4/5,gcc,180000,11000.0
nissan,pathfinder,2010,white,automatic,4/5,us,200000,1900.0
toyota,camry,2014,silver,automatic,4/5,gcc,200000,2300.0
toyota,yaris,2006,silver,automatic,4/5,gcc,500000,1050.0
renault,fluence,2014,brown,automatic,4/5,gcc,180000,1100.0
ford,mustang,2018,black,automatic,2/3,us,80000,5300.0
hyundai,sonata,2013,white,automatic,4/5,us,162000,1500.0
nissan,pathfinder,2018,white,automatic,4/5,us,164000,4150.0
nissan,patrol,2018,silver,automatic,4/5,gcc,210000,9900.0
chevrolet,trailblazer,2013,brown,automatic,4/5,gcc,255124,2500.0
kia,rio,2011,grey,automatic,2/3,gcc,220000,1050.0
hyundai,elantra,2018,blue,automatic,4/5,us,75000,2800.0
honda,accord,2023,burgundy,automatic,4/5,us,25000,6900.0
toyota,hilux,1994,green,manual,2/3,us,200000,1500.0
jeep,wrangler,2008,black,manual,2/3,us,250000,2300.0
mitsubishi,l200,2013,white,manual,4/5,gcc,230000,1000.0
kia,optima,2012,white,automatic,4/5,us,140000,1500.0
ford,explorer,2015,blue,automatic,4/5,gcc,87000,4800.0
kia,sportage,2008,silver,automatic,4/5,gcc,340162,1500.0
land rover,hse v8,2014,white,automatic,4/5,gcc,152000,9900.0
hyundai,sonata,2008,white,automatic,4/5,gcc,280000,950.0
kia,sorento,2020,silver,automatic,4/5,gcc,57000,7500.0
hyundai,tucson,2015,white,automatic,4/5,gcc,153000,2750.0
honda,civic,2005,brown,automatic,4/5,gcc,120000,550.0
toyota,camry,2020,blue,automatic,4/5,us,72000,6800.0
toyota,camry,2015,blue,automatic,4/5,us,265000,3800.0
renault,safrane,2015,white,automatic,4/5,gcc,169000,1100.0
hyundai,veloster,2014,yellow,automatic,2/3,gcc,283000,1700.0
nissan,sunny,2014,white,automatic,4/5,gcc,240180,1350.0
nissan,rogue,2019,black,automatic,4/5,us,80000,4500.0
gmc,terrain,2015,white,automatic,4/5,gcc,166000,2900.0
land rover,lr2,2009,gold,automatic,4/5,gcc,210000,1200.0
mg,emgrand 7,2023,other,automatic,4/5,company source,70415,4500.0
toyota,corolla,2021,black,automatic,2/3,company source,150000,4700.0
honda,accord,2022,grey,automatic,4/5,us,83000,6300.0
renault,duster,2015,green,automatic,4/5,gcc,192300,1250.0
jaguar,xf,2012,white,automatic,4/5,us,200000,3000.0
toyota,avalon,2006,blue,automatic,4/5,us,25000,1700.0
dodge,charger,2014,beige,automatic,4/5,gcc,199990,1900.0
nissan,sunny,2004,silver,manual,4/5,gcc,40000,850.0
toyota,camry,2008,silver,automatic,4/5,gcc,300000,1550.0
dodge,neon,2017,black,automatic,4/5,gcc,130000,1500.0
mg,emgrand 7,2015,brown,automatic,2/3,gcc,269000,740.0
nissan,versa,2012,grey,automatic,4/5,us,250000,1050.0
chevrolet,aveo,2017,grey,automatic,4/5,gcc,207000,1250.0
toyota,camry,2004,grey,automatic,4/5,gcc,400000,850.0
bmw,x5,2023,other,automatic,4/5,us,34000,22000.0
geely,gc2,2015,yellow,automatic,4/5,gcc,96000,780.0
peugeot,partner,2007,white,manual,4/5,gcc,123000,700.0
suzuki,jimny,2018,brown,manual,2/3,company source,19000,3600.0
toyota,camry,2012,silver,automatic,4/5,us,200000,2300.0
toyota,corolla,2015,silver,automatic,4/5,us,193000,2500.0
kia,optima,2012,white,automatic,4/5,gcc,350000,1300.0
hyundai,sonata,2009,white,automatic,4/5,gcc,349789,680.0
jeep,cherokee,1999,blue,automatic,4/5,us,333333,1400.0
toyota,camry,2018,silver,automatic,4/5,gcc,130000,4000.0
mercedes,200,2019,white,automatic,4/5,gcc,120000,7999.0
jeep,wrangler,2020,blue,automatic,4/5,us,94000,10500.0
toyota,camry,2017,burgundy,automatic,4/5,us,101000,3800.0
kia,sirion,2010,white,automatic,4/5,gcc,211452,1050.0
hyundai,sonata,2019,white,automatic,4/5,gcc,152000,3699.0
ford,expedition,2019,black,automatic,4/5,us,190000,8600.0
audi,rs q8,2019,gold,automatic,4/5,gcc,77000,19000.0
chevrolet,suburban,2020,black,automatic,4/5,us,190000,8000.0
nissan,altima,2021,black,automatic,4/5,us,97000,5300.0
infiniti,q50,2018,grey,automatic,4/5,us,90000,5700.0
hyundai,veloster,2021,white,manual,2/3,us,76500,4800.0
bmw,x5,2014,black,automatic,4/5,company source,250000,5300.0
ford,f150,2019,white,automatic,4/5,canada,116000,11200.0
chevrolet,camaro,2017,white,automatic,2/3,gcc,130000,7800.0
mg,mg 6,2020,silver,automatic,4/5,gcc,115000,2750.0
genesis,gv 80,2024,blue,automatic,4/5,us,52000,17800.0
mitsubishi,mirage,2021,black,automatic,4/5,us,96000,2600.0
ford,explorer,2006,black,automatic,4/5,gcc,300000,850.0
nissan,sunny,2022,blue,automatic,4/5,gcc,80000,2900.0
mazda,mazda 2,2014,silver,automatic,4/5,gcc,190000,1120.0
hyundai,azera,2019,black,automatic,4/5,company source,120000,4200.0
mitsubishi,galant,2006,other,automatic,4/5,europe,340000,670.0
land rover,range rover sport,2014,white,automatic,4/5,gcc,210000,7400.0
nissan,van,2008,white,manual,4/5,gcc,180000,1400.0
mg,emgrand x7,2015,black,automatic,4/5,gcc,98000,1000.0
toyota,prado,2019,white,automatic,4/5,company source,42900,16500.0
toyota,corolla hatchback,2023,white,automatic,4/5,us,46000,6500.0
toyota,yaris,2024,silver,automatic,4/5,gcc,25000,6000.0
ford,focus,2009,silver,automatic,4/5,gcc,320000,700.0
gmc,sierra,2019,blue,automatic,4/5,gcc,150000,12200.0
honda,accord,2013,grey,automatic,4/5,gcc,190000,3200.0
toyota,rav 4,2007,white,automatic,4/5,gcc,354490,2350.0
dodge,charger,2021,grey,automatic,4/5,us,100000,5400.0
jeep,grand cherokee,2020,white,automatic,4/5,us,10000,8450.0
gmc,acadia,2011,white,automatic,4/5,us,232000,1850.0
honda,civic,2001,silver,automatic,4/5,gcc,20000,530.0
land rover,defender,2022,brown,automatic,4/5,company source,60000,31500.0
toyota,yaris,2014,white,automatic,4/5,gcc,338848,2350.0
jeep,grand cherokee,2015,white,automatic,4/5,company source,200000,4250.0
volkswagen,polo,2014,white,automatic,4/5,gcc,210000,1300.0
ford,expedition,2020,white,automatic,4/5,us,167000,8700.0
subaru,impreza,2007,blue,automatic,4/5,europe,400000,950.0
toyota,yaris,2023,grey,automatic,4/5,gcc,47000,4999.0
mazda,3,2010,black,automatic,4/5,gcc,300000,950.0
hyundai,sonata,2018,silver,automatic,2/3,us,99456,3000.0
lexus,es 350,2017,gold,automatic,4/5,us,7800,6200.0
hyundai,i10,2020,silver,automatic,4/5,gcc,60000,2250.0
mitsubishi,pajero,2016,silver,automatic,4/5,gcc,118000,5500.0
jeep,grand cherokee,2018,brown,automatic,4/5,gcc,171000,6975.0
chevrolet,equinox,2018,white,automatic,4/5,us,79000,3900.0
cadillac,cts,2008,white,automatic,4/5,us,200000,1050.0
nissan,pathfinder,2007,silver,automatic,4/5,us,300000,1100.0
toyota,yaris,2022,white,automatic,4/5,gcc,120000,4500.0
jeep,wrangler,2017,silver,automatic,2/3,us,150000,5500.0
kia,optima,2016,grey,automatic,4/5,gcc,100000,4900.0
mg,mg rx8,2022,blue,automatic,4/5,gcc,53000,7000.0
geely,gc6,2018,brown,automatic,4/5,gcc,120000,790.0
nissan,sunny,2012,silver,automatic,4/5,gcc,91150,1900.0
chevrolet,silverado,2020,silver,automatic,4/5,us,135000,6400.0
mitsubishi,outlander,2016,white,automatic,4/5,gcc,260000,3000.0
volkswagen,teramont,2019,blue,automatic,4/5,gcc,92000,9000.0
toyota,echo,2001,gold,manual,4/5,gcc,360000,800.0
hyundai,tucson,2012,red,automatic,4/5,gcc,231000,2200.0
toyota,corolla,2020,red,automatic,2/3,us,24580,3000.0
audi,a4,2011,white,automatic,4/5,us,210000,1450.0
kia,optima,2011,brown,automatic,4/5,gcc,224000,1350.0
nissan,sunny,2016,silver,automatic,4/5,gcc,174000,1750.0
hyundai,elantra,2017,burgundy,automatic,4/5,gcc,182000,2750.0
toyota,crown,2023,white,automatic,4/5,gcc,35000,12900.0
audi,a4,2010,brown,automatic,4/5,gcc,195668,1800.0
ford,raptor,2019,blue,automatic,4/5,us,95000,16800.0
kia,stinger,2018,red,automatic,4/5,us,132000,6900.0
ford,explorer,2009,red,automatic,4/5,gcc,235000,1500.0
lexus,gs 430,2007,white,automatic,4/5,gcc,276000,2000.0
honda,civic,2022,other,automatic,4/5,us,35000,5200.0
mazda,6,2007,red,automatic,4/5,gcc,400000,650.0
audi,q3,2022,white,automatic,4/5,us,62000,11700.0
hyundai,elantra,2023,other,automatic,4/5,us,37900,3800.0
nissan,sunny,2012,white,automatic,4/5,us,20000,1250.0
toyota,corolla,2004,white,manual,4/5,gcc,400058,950.0
hyundai,sonata,2010,silver,automatic,4/5,gcc,500000,1000.0
mercedes,s 350,2011,brown,automatic,4/5,gcc,19999,3500.0
chevrolet,captiva,2011,gold,automatic,4/5,gcc,224000,1090.0
lexus,es 300,1998,black,automatic,4/5,gcc,400000,650.0
nissan,tiida,2009,white,automatic,4/5,us,250000,1150.0
jeep,wrangler,2015,grey,automatic,2/3,gcc,157000,4600.0
hyundai,sonata,2016,blue,automatic,4/5,us,140000,2700.0
nissan,murano,2018,black,automatic,4/5,us,270566,3500.0
jeep,wrangler,2018,red,automatic,4/5,us,120000,8500.0
toyota,camry,2021,red,automatic,4/5,us,110000,6900.0
chevrolet,aveo,2011,grey,manual,4/5,gcc,250000,550.0
nissan,other,2004,white,automatic,4/5,gcc,300000,750.0
toyota,rav 4,2011,blue,automatic,4/5,us,200000,2900.0
jeep,compass,2019,other,automatic,4/5,gcc,50000,7000.0
land rover,lr3,2009,blue,automatic,4/5,canada,200000,1150.0
hyundai,sonata,2012,white,automatic,4/5,gcc,250000,1450.0
gmc,sierra,2019,black,automatic,2/3,gcc,130000,12100.0
hyundai,accent,2008,blue,manual,2/3,gcc,280000,700.0
ford,expedition,2008,green,automatic,4/5,us,30000,1700.0
hyundai,santa fe,2016,white,automatic,4/5,gcc,156000,4500.0
hyundai,elantra,2012,beige,automatic,4/5,gcc,306000,1550.0
nissan,altima,2019,red,automatic,4/5,us,158000,4300.0
hyundai,sonata,2012,silver,automatic,4/5,gcc,200000,1400.0
volkswagen,tiguan,2015,blue,automatic,4/5,gcc,175000,3200.0
nissan,rogue,2021,silver,automatic,4/5,us,105000,4400.0
chrysler,200/200c ev,2016,white,automatic,4/5,us,46485,3000.0
hyundai,accent,2015,silver,automatic,4/5,gcc,159000,1850.0
nissan,xterra,2012,silver,automatic,4/5,us,193000,3000.0
land rover,discovery,2020,black,automatic,4/5,us,93000,7000.0
toyota,land cruiser,1998,black,automatic,4/5,company source,490000,3300.0
nissan,urvan,2018,white,manual,2/3,gcc,95000,5500.0
kia,sorento,2012,silver,automatic,4/5,gcc,500000,1800.0
nissan,altima,2017,blue,automatic,4/5,us,95000,2800.0
mini,cooper s,2002,blue,manual,2/3,gcc,230000,800.0
mazda,6,2018,white,automatic,4/5,gcc,170000,3650.0
kia,carnival,2008,white,automatic,4/5,company source,350000,950.0
nissan,sunny,2010,white,automatic,4/5,company source,250000,950.0
toyota,yaris,2009,white,manual,4/5,gcc,300000,1150.0
mercedes,c180,2009,black,automatic,4/5,gcc,285000,1250.0
mg,mg zs,2020,silver,automatic,4/5,gcc,40000,4500.0
nissan,sentra,2015,white,automatic,4/5,us,160000,1650.0
toyota,corolla,2018,black,automatic,4/5,us,1650,3000.0
toyota,camry,2012,red,automatic,4/5,us,173252,2200.0
audi,q3,2015,red,automatic,4/5,company source,135000,3800.0
hyundai,elantra,2009,other,manual,4/5,company source,200000,795.0
toyota,rav 4,2015,silver,automatic,4/5,us,88900,5600.0
hyundai,elantra,2009,burgundy,automatic,4/5,gcc,100000,1100.0
mitsubishi,pajero,2016,black,automatic,4/5,gcc,153000,4000.0
mitsubishi,lancer,2014,black,automatic,4/5,gcc,298000,1900.0
suzuki,swift,2009,blue,automatic,4/5,company source,257000,980.0
mitsubishi,pickup,2002,white,manual,4/5,gcc,42500,550.0
mini,paceman,2015,black,automatic,4/5,us,109000,3200.0
porsche,panamera,2012,white,automatic,2/3,gcc,199000,3700.0
honda,accord,2012,silver,automatic,4/5,gcc,280000,1600.0
nissan,sentra,2015,silver,automatic,4/5,gcc,228000,1600.0
kia,rio,2015,red,automatic,4/5,gcc,126000,2100.0
hyundai,accent,2018,grey,automatic,4/5,gcc,200000,2750.0
suzuki,swift,2008,burgundy,automatic,4/5,gcc,250000,980.0
toyota,rav 4,2018,white,automatic,4/5,us,133000,6300.0
nissan,sunny,2013,silver,automatic,4/5,gcc,245700,1200.0
dodge,charger,2020,green,automatic,4/5,us,107000,5600.0
ford,mustang,2017,burgundy,automatic,2/3,us,165000,5900.0
hyundai,elantra,2017,other,automatic,4/5,gcc,200000,3000.0
honda,accord,2003,silver,automatic,2/3,gcc,500000,700.0
lexus,es 350,2019,blue,automatic,4/5,us,58000,10300.0
mitsubishi,lancer,2016,silver,automatic,4/5,gcc,236000,1950.0
mercedes,200,2024,white,automatic,4/5,gcc,5000,17800.0
mitsubishi,outlander,2014,white,automatic,4/5,gcc,163390,2200.0
chevrolet,impala,2016,silver,automatic,4/5,us,225234,2750.0
nissan,sunny,2012,burgundy,automatic,4/5,company source,350000,1300.0
jeep,wrangler,2017,grey,automatic,4/5,us,170000,6800.0
toyota,camry,2011,black,automatic,4/5,gcc,408000,1600.0
toyota,other,2011,grey,automatic,4/5,gcc,401200,1750.0
suzuki,celerio,2012,grey,automatic,4/5,gcc,180000,850.0
toyota,avalon,2006,black,automatic,4/5,canada,220000,1700.0
jeep,grand cherokee,2014,white,automatic,4/5,gcc,292000,4200.0
kia,optima,2013,white,automatic,4/5,us,157000,1550.0
jeep,grand cherokee,2014,beige,automatic,4/5,gcc,200000,3700.0
nissan,tiida,2010,white,automatic,4/5,gcc,180000,1050.0
toyota,camry,2000,white,automatic,4/5,us,40000,800.0
kia,sportage,2011,white,automatic,4/5,gcc,150000,2000.0
hyundai,elantra,2017,black,automatic,4/5,gcc,195274,2000.0
porsche,cayenne gts,2013,white,automatic,4/5,gcc,334000,5200.0
toyota,land cruiser,2008,white,automatic,4/5,gcc,545051,6500.0
toyota,tundra,2014,silver,automatic,4/5,gcc,164361,5900.0
infiniti,q70,2014,black,automatic,2/3,gcc,200000,2200.0
hyundai,i10,2012,white,automatic,4/5,company source,227377,850.0
lexus,is 350,2022,white,automatic,4/5,us,64000,12700.0
renault,duster,2015,white,automatic,4/5,gcc,188000,1100.0
kia,sirion,2008,other,automatic,4/5,gcc,200000,840.0
suzuki,swift,2019,grey,automatic,4/5,gcc,132000,3000.0
mercedes,gle 63 s amg,2018,silver,automatic,4/5,gcc,140000,17000.0
toyota,camry,2008,silver,automatic,4/5,company source,550000,1450.0
audi,q5,2012,red,automatic,4/5,gcc,272300,2750.0
jeep,wrangler,2020,brown,automatic,2/3,us,64000,7400.0
ford,focus,2014,white,automatic,4/5,gcc,180000,1000.0
suzuki,swift,2021,blue,automatic,4/5,gcc,236000,2850.0
chevrolet,cruze,2012,blue,automatic,4/5,gcc,200000,700.0
jeep,wrangler,2013,white,manual,4/5,us,180000,2900.0
mitsubishi,galant,2013,red,automatic,4/5,gcc,300000,1280.0
nissan,versa,2010,other,automatic,2/3,gcc,175000,1050.0
honda,accord,2008,gold,automatic,4/5,gcc,350000,2000.0
toyota,camry,2009,white,automatic,4/5,gcc,570000,1200.0
hyundai,accent,2023,white,automatic,4/5,gcc,42000,4900.0
chrysler,200/200c ev,2013,white,automatic,4/5,gcc,210000,1150.0
kia,cerato,2011,brown,automatic,4/5,gcc,40000,1100.0
chevrolet,camaro,2013,red,automatic,2/3,gcc,230000,1950.0
mercedes,glc 300,2017,white,automatic,4/5,us,222000,5500.0
nissan,sunny,2013,silver,automatic,2/3,company source,275087,1250.0
kia,optima,2013,purple,automatic,4/5,us,166700,1500.0
mg,mg 6,2015,other,automatic,4/5,gcc,200000,1000.0
kia,sorento,2016,silver,automatic,4/5,gcc,151000,3750.0
mg,other,2019,silver,automatic,4/5,gcc,110000,2000.0
dodge,charger,2015,white,automatic,4/5,us,30000,3000.0
jeep,grand cherokee,2017,silver,automatic,4/5,gcc,200000,4650.0
hyundai,tucson,2015,grey,automatic,4/5,gcc,144000,3700.0
hyundai,sonata,2012,gold,automatic,4/5,gcc,201000,1500.0
suzuki,grand vitara,2016,white,automatic,2/3,gcc,97000,3400.0
toyota,camry,2020,black,automatic,4/5,us,11600,7500.0
toyota,camry,2022,blue,automatic,4/5,us,75000,6999.0
mg,mg 6,2020,white,automatic,4/5,company source,108000,3200.0
ssang yong,rexton,2013,white,automatic,4/5,gcc,142000,2500.0
nissan,sunny,2023,white,automatic,4/5,gcc,47700,4000.0
hyundai,accent,2016,beige,automatic,4/5,gcc,234200,1750.0
nissan,altima,2018,black,automatic,4/5,us,170777,3400.0
nissan,sunny,2016,silver,automatic,4/5,company source,216000,3100.0
hyundai,elantra,2011,beige,automatic,4/5,gcc,200000,1300.0
toyota,rav 4,2017,burgundy,automatic,4/5,canada,170000,5300.0
honda,accord,2016,white,automatic,4/5,us,140535,4500.0
volkswagen,jetta,2012,blue,automatic,4/5,gcc,300000,1500.0
toyota,echo,2005,white,manual,4/5,gcc,600000,1200.0
kia,rio,2008,white,manual,2/3,gcc,425000,650.0
jeep,cherokee,2015,burgundy,automatic,4/5,gcc,260000,2700.0
infiniti,fx45/fx35,2008,orange,automatic,4/5,gcc,30000,700.0
jeep,cherokee,2015,red,automatic,4/5,gcc,260000,2700.0
audi,q7,2020,white,automatic,4/5,gcc,82000,17450.0
nissan,maxima,2012,white,automatic,4/5,us,222000,1500.0
chevrolet,tahoe,2015,brown,automatic,4/5,us,190000,8500.0
renault,safrane,2010,grey,automatic,4/5,europe,497000,700.0
kia,sportage,2014,red,automatic,4/5,gcc,156000,3500.0
mercedes,cla 250,2015,white,automatic,4/5,us,177000,3300.0
gmc,acadia,2009,brown,automatic,4/5,us,278541,1350.0
renault,11,2011,white,automatic,4/5,gcc,3514,650.0
toyota,echo,2004,silver,automatic,4/5,gcc,300000,1050.0
toyota,yaris,2015,silver,automatic,4/5,gcc,200000,2300.0
nissan,sentra,2022,burgundy,automatic,4/5,us,82000,3800.0
jeep,grand cherokee,2012,white,automatic,4/5,gcc,276000,2950.0
renault,duster,2016,grey,automatic,4/5,gcc,190000,1500.0
ford,focus,2011,silver,automatic,4/5,gcc,215000,900.0
hyundai,veloster,2015,white,automatic,2/3,gcc,214000,2050.0
mercedes,a 220,2021,blue,automatic,4/5,us,37000,7200.0
dodge,charger,2023,black,automatic,4/5,gcc,29000,14599.0
jeep,wrangler,2011,orange,automatic,2/3,us,197041,2750.0
ford,f150,2017,brown,automatic,4/5,us,176000,7450.0
hyundai,santa fe,2017,silver,automatic,4/5,us,147000,4400.0
nissan,tiida,2016,grey,automatic,4/5,us,115000,2750.0
toyota,camry,2007,blue,automatic,4/5,gcc,400000,1200.0
suzuki,apv,2012,other,manual,4/5,gcc,136253,1600.0
alfa romeo,giulia,2022,red,automatic,4/5,us,37000,6300.0
ford,edge,2013,black,automatic,4/5,us,277000,2350.0
toyota,yaris,2015,white,automatic,4/5,gcc,185000,3500.0
kia,sirion,2009,grey,automatic,4/5,europe,295604,800.0
kia,sirion,2005,red,automatic,2/3,europe,100000,750.0
suzuki,swift,2008,blue,automatic,4/5,gcc,200000,1100.0
daihatsu,gran max,2014,silver,manual,4/5,company source,390000,1000.0
hyundai,sonata,2015,grey,automatic,4/5,gcc,180000,2600.0
mg,mg 5,2019,burgundy,automatic,4/5,gcc,233000,3000.0
mercedes,300sel,1990,white,automatic,4/5,us,300000,3450.0
toyota,rav 4,2014,silver,automatic,2/3,gcc,200000,4100.0
mitsubishi,outlander,2012,silver,automatic,4/5,gcc,178000,2300.0
toyota,corolla,2019,white,automatic,4/5,canada,144123,3550.0
mazda,6,2016,silver,automatic,4/5,gcc,450000,2800.0
jaguar,xf,2015,white,automatic,4/5,gcc,178000,2300.0
hyundai,sonata,2015,grey,automatic,4/5,us,154226,1850.0
mercedes,e300,2019,grey,automatic,4/5,us,90000,8800.0
audi,q7,2016,burgundy,automatic,4/5,gcc,209000,7800.0
hyundai,i10,2019,grey,automatic,4/5,gcc,20012,2500.0
dodge,durango,2005,black,automatic,4/5,us,3000,1050.0
nissan,murano,2019,white,automatic,4/5,us,150000,4500.0
honda,pilot,2011,silver,automatic,4/5,us,200000,2000.0
mitsubishi,pajero,2016,gold,automatic,4/5,gcc,280000,4200.0
subaru,impreza,2019,blue,automatic,4/5,gcc,120000,4800.0
nissan,armada,2014,blue,automatic,4/5,gcc,130000,5000.0
mitsubishi,lancer,2004,other,automatic,4/5,gcc,200000,750.0
jeep,wrangler,2015,white,automatic,2/3,gcc,230000,5700.0
jeep,wrangler,2002,burgundy,manual,2/3,gcc,400000,2500.0
land rover,range rover,2015,burgundy,automatic,4/5,gcc,144000,8900.0
dodge,ram,2022,white,automatic,4/5,canada,45000,17500.0
audi,a8,2013,brown,automatic,4/5,gcc,159999,2450.0
toyota,camry,2016,white,automatic,4/5,gcc,170000,2100.0
chevrolet,tahoe,2021,black,automatic,4/5,us,130000,13900.0
jeep,wrangler,2019,blue,automatic,4/5,us,12900,7900.0
toyota,corolla,2010,white,automatic,4/5,gcc,450000,1500.0
kia,rio,2018,white,automatic,4/5,gcc,200000,2800.0
nissan,patrol,2019,black,automatic,4/5,gcc,109000,10000.0
range rover,range rover sport,2007,black,automatic,4/5,gcc,36458,1100.0
honda,odyssey,2002,grey,automatic,4/5,gcc,100000,750.0
toyota,fj cruiser,2008,silver,automatic,4/5,gcc,389000,4000.0
toyota,land cruiser,2022,black,automatic,4/5,gcc,28700,28700.0
mg,mg 5,2019,white,automatic,4/5,gcc,100000,2500.0
toyota,corolla,2010,white,automatic,2/3,gcc,338000,1550.0
mitsubishi,lancer,2008,gold,automatic,4/5,gcc,221000,1600.0
nissan,pathfinder,2016,brown,automatic,4/5,us,204000,2950.0
toyota,yaris,2008,black,automatic,4/5,company source,35000,1400.0
toyota,corolla,2009,white,manual,4/5,gcc,255000,1350.0
hyundai,veracruz,2008,white,automatic,2/3,gcc,55000,1500.0
toyota,corolla,2021,blue,automatic,4/5,us,72000,5400.0
bmw,x35,2019,red,automatic,4/5,gcc,240000,2500.0
hyundai,accent,2014,silver,automatic,4/5,gcc,270000,1350.0
